tweet_text,claim
"RT @saltytwit7: @RacySicilian Corona virus MANUFACTURED in China at known Bioweapons lab!
https://t.co/8cBYeAFDku",1
@MattWalshBlog Myself and three kids were very sick. Seemed like it was ten days. Very high fevers. Deep coughs. It was horrible. We are now immune. #FreeTheAmericans #coronavirus,1
In his defense Donnie boy @realDonaldTrump thought #COVID19 was some sort of cocaine and thought by going after Drug Cartels he could contain it. #drugcartels #coronavirus #CoronaVirusUpdate #CoronavirusOutbreak #MAGA,1
#AntibioticResistance will likely be an inevitable conclusion of #COVID19 - not only for bacterial causes of pneumonia but also for diseases we may not think of immediately https://t.co/AcE9ICs61R via @sciam #AntibioticStewardship,1
"if the cure for covid was avocados, fuck off",1
RT @KennyGrady55: If you drank out of one of these as a kid you’re immune to corona virus #nyccoronavirus https://t.co/Hscw2Lt7SS,1
If you’ve ever been in a uni kitchen you’re immune to the coronavirus https://t.co/lVEBVqgd6z,1
"A television or any electronic, is not going to prevent you from catching it, much less it is going to cure you...If you're going to STEAL (which is very bad) Fucking starving, minimal steal food.

#Covid_19 #coronavirus #Coronavirusmexico #Saqueos",1
"@IAmAmnaNawaz @NewsHour @mtosterholm And “suggesting people use disinfectant to combat #covid19” is properly stated as

“suggesting people inject disinfectant to cure #covid19.”",1
"RT @VeriQuester: Chronic infection? Reactivation? After being “cleared,” “cured”? Is it infectious still?",1
Looking more and more like #China #BioWeapons reasearch created and released #COVID19 with the blessings of the #WHO.   https://t.co/FC6sfzGRRO,1
"@BelleViewer @DikshantMudgal Isolation helps to avoid spread of the diseases not to cure the disease. By isolating the infected you are keeping the non-infected people safe but, you still need a vaccine to cure the infected people.",1
World doesn’t end if u don’t give your opinions about corona virus. I’m drinking  #nilavembu boiled in hot water and hope it prevents. #COVIDー19 #coronapocolypse,1
"If you swallow the roach, then you’re immune to corona virus",1
RT @eddyburback: just found out that the cure to coronavirus is verifying me wtf that should not be the way to do it but okay,1
The cure cannot be worse than the #coronavirus https://t.co/F0cg2xBoMQ,1
"Know more about this deadly #CoronaVirus and how to prevent yourself from being infected.... 
‘Prevention is better than cure’
#CoronaVirusWho
#CoronaVirusOutbreak https://t.co/iAWp4yjeJz",1
"@AngrierWHStaff So taking #Hydroxycloroquine in advance of having #Coronavirus symptoms PREVENTS the disease?!?
#TrumpIsA_DANGER_ToAmerica",1
"@NadineDorries That statement will no doubt come back to haunt you as I will remind you of it. There is no evidence that you become immune to this Virus just because you have had it. Very little is known about the Virus in this way. So like the masks, misinformation again!!! https://t.co/t6tp7QZfMW",1
RT @castaneda23_: If you’re from garland and you’ve been to these places you’re immune to coronavirus https://t.co/Bglp6iK4Yu,1
"Only light when swallowed can cure
Where are the Gods of light
#Covid_19 #disinfectant https://t.co/1VZZjrgJVz",1
"@JosephChidozie_ Probably some bioweapon that was been developed in one of the labs in Wuhan. Shit got out. Or another angle, someone is trying to reduce China’s population... Thanos👀",1
@bolyard_colton If you went to crooksville city schools you’re immune to coronavirus,1
Fantastic to live in a village where everyone is immune to #COVIDー19 and happy to carry on socialising with friends and family in the sun without a care in the world! Either that or it’s a village full of complete idiots. #coronavirus #Emley #Yorkshire,1
@evomagazine I’d rather have a cure for Covid-19,1
‘Pretty Confident’ Coronavirus Vaccine Can be Created: Johnson  https://t.co/KNoi6l26b2 via @epochtimes #china #coronavirus,1
"These are the same people who think drinking bleach is a good cure to #COVID19 and it shows.
Stupid is as stupid does sir. https://t.co/FsJyV8OySt",1
"How to protect yourself from #Coronavirus .... prevention is better than cure!
 #CoronavirusWho #CoronaOutbreak 
https://t.co/4xXTgCWERc",1
"The @GOP's Solution to a pandemic ...
#InjectLysol 
#InsertFlashlight where the sun don't shine. #Cured
#COVIDIOT #COVID19",1
"When a buffoon can't lie his way out of abject incompetence in handling #coronavirus pandemic, he sells injecting and or drinking #Clorox &amp; #lysol as a cure! Anyone who voted for this 'man' should have a lifetime ban on voting.",1
"As #Covid_19 is a bioweapon and we now know it infects big cats like tigers, people who test positive for #coronavirus will need to have their pets tested, possible euthanized.

#Covid_19australia",1
@AAOHNS Why isn’t the ENT community advocating the use of Saline Nasal Irrigation as a response to #coronavirus?  It’s an effective way of preventing URIs from developing into pneumonia!,1
"@muqingmq That may be somewhat true, &amp; an issue worth debating, but it looks like the wuhan virus might have been an anti-bioweapon resistance designed for the Han ""race"" that has backfired in the worst way possible.

So in the end, The Chinamen were playing dirty &amp; karma taking them out.",1
"#Stop5G #5GKILLS coronavirus or 5g poisoning???  Blast these executives who allowed that shit to be used and stop them! The #NWO is at play guys, #WakeUp this country stopped being ""for the people, by the people""  centuries ago and we need to take back what's ours. #coronavirus",1
Fear Not world....$KNOS and KNOS alone has the cure to the Coronavirus LMFAO....that or CEO could have just made his stock a suspension candidate...CDC/SEC not gonna look too kindly on that kind of bullshit right now I don't think!!!,1
@vol80 @RealCandaceO @KamVTV @CormacComedy The flu shot is 37% effective and the vaccines come from China and other sources. Ponder that for a while.,1
@CDCgov @WHO @AAOHNS @nytimes @washingtonpost @WhiteHouse Will Sterile Saline Nasal Irrigation protect individuals from contracting the novel #coronavirus or from developing pneumonia?  It is my understanding that it reduces viral load and promotes cilia function.,1
US Probing Whether Wuhan Virus Came From Lab in China https://t.co/9H7ORGqxlx via @epochtimes #China #CCPVirus #CoronaVirus #COVID19 #Bioweapons #Bioresearch,1
@selenagomez @lupusfoundation #Lupus RX #Hydroxychloroquine is hard to find during #COVID19. People are suffering without this drug. Valor Compounding Pharmacy has secured the drug and can dispense to patients with a valid Rx. Please help us spread the word. #WithoutMyHCQ,1
"I love my Assange followers but if you are spreading misinformation that Covid19 is just a flu, please don’t reply to me about it,  because I just struggled to fit the ways they’re different in one tweet. Suffice to say, Covid19 is FAR more deadly. 🤦🏽‍♀️
#COVID19",1
Fact check: Gargling water with salt or vinegar won't eliminate the coronavirus https://t.co/FWFVauhv08,1
@SolomonYue Obviously the bio weapon have been triggered by China for it's own beneficial purposes,1
"So it must be true that laxatives have a chemical compound that cures the covid19, it is the only reason I can think of for bulk buying loo rolls.  #buymorelaxatives",1
China's #COVID19 vaccine to become global public good when available https://t.co/ySQXruyQpD,1
"RT @knnja: If you ever had any of these, you’re immune to coronavirus https://t.co/veqzo3ZLMb",1
"@danwootton @TheSun #COVID19 Dr Francis Boyle, Creator Of BioWeapons Act, Says Coronavirus Is BioWarfare Weapon
https://t.co/7OQ1cZ7ofJ
China has been eating strange critters for 5000 yrs, NO virus; Many nations w millions living in open sewage, NO virus! Virus ln Wuhan=US BioWarfare on China",1
"RT @JoeFreedomLove: UV light kills coronavirus in 30 seconds, new study shows https://t.co/0tAtlIZpeP",1
@WildOne_KY @Johnmshipley @Kathmandu513 @ebgil12 @JNJNews @BARDA Lysol does disinfect for #coronavirus. We still need to self-isolate to #FlattentheCurve. Malaria shots must be tested NOW as a potential #covid cure.Fauci says get ready for seasonal covid this fall but w milder symptoms. We shall see if CHN cleans up their hygiene standards!!,1
"If you think drinking bleach prevents or cures COVID-19, please please do it. Yep, that's right! If you think that'll work, do us all a favor and try! #PSA",1
"@ddale8 Thank you, at last! Fact checking. Do you take requests? Could you fact check if indeed being ‘covered in the blood of Jesus’ prevents you from contracting the Coronavirus!!",1
"No and our Gov't. is just like China, dragging their feet!
Think Bio-Weapon to shift public away from REMOVAL of Trump in USA and HONG Kong Protests. BTW China'sBio-Weapon center is in Wuhan, some think it got out on purpose before it was released in HK, Shanghai and or Taiwan. https://t.co/axUPapDo1u",1
@SahilBulla homeopathy has cured Coronavirus apparently,1
"On naming #2019nCoV: Final name will be given by ICD/ICTV. Temporary name needs to be consistent, not stigmatize Wuhan/China &amp; not exacerbate racist outbreak reactions. @WHO proposed 2019-nCoV acute respiratory disease, which is a mouthful, but at least it's not #WuhanPneumonia.",1
My answer to Can China use the corona virus as a bioweapon for a future war? https://t.co/xFPSmy5TLa,1
"@ColaShari @CNN Don't you need a vaccine to create herd immunity? For the time being, Covid doesn't seem to like chickenpox, where you get it once and then are immune. It's more like if you get Covid, you'll probably die.",1
Black people are immune to the coronavirus btw. Melanin never loses. https://t.co/ORwb6e803p,1
!!!!!! STAY HOME. This virus could affect anyone. People swear they’re immune to it just because they have good immune systems or becuase they’re “young”. https://t.co/MDCX7E5F2d,1
"@60Mins @LiamBartlett9 #WarOnChina Harvard University collected Asthmatic Chinese DNA for 10 years from Central China - unknowingly helping U.S. Deep-State to develop WuhanBioweaponVirus which target lungs!!  Hmmm….
https://t.co/P5PLJ8BC4l",1
😩 Thanks to that dumbass lemon &amp; oranges boiling video I gotta witness the b.s. That shit doesnt cure no #Coronavirus 😂 but sometimes u gotta let people prove themselves wrong.,1
"Women's bodies fight viruses harder @BBCRadio4 #MoreorLess. Having two X chromosomes strengthens the immune system, possible to protect the future: women are born with a finite number of eggs, while sperm constantly replenishes. This could explain higher male deaths #Covid19.",1
"RT @bakbakbakkerr: if you grew up playing in the McDonald’s ball pit, you’re immune to the corona virus",1
Things I trust more than a #BillGates vaccine 😂 #COVID19 #coronavirus #ChineseVirus #ChinaLiedPeopleDied https://t.co/qtF4GoDwWU,1
@bisping You can inject disinfectants to cure to #CoronaVirus.,1
"Someone just said there is a cure to covid-19 but before they cure you, you Must accept the Mark of 666...
.
Mad ooo 😂😂😂
#UltimateLoveNG #CoronavirusOutbreak #COVID19 #seyi makinde #StayAtHomeChallenge",1
Conspiracy theorists are telling people to drink a dangerous bleach solution to cure or prevent coronavirus https://t.co/3a7MwR49Tu,1
"@TheAgenda_SABC Does have no travel restrictions mean that we as South African's are immune to the #coronavirus ?
If not then what is the intention behind not restricting travel to and from China for the safety of our citizens?",1
"As long as we have no real cure for this disease, we must take care of our fragile health system. #coronavirus #Brasil",1
We love how our neuros take care of us during the pandemic despite the restrictions. Some Sigmavit to amp up the  immune system 😷 stay safe everyone 📝🎂 https://t.co/IRZrSiUoQF,1
RT @riazraj: Maybe china has the vaccine. Almost 90% people recovered. How? Why? 😠 #ChineseVirus19 https://t.co/FlSypDGRTr,1
“It’s just a flu bro” https://t.co/LUrwW7Hvo4 https://t.co/3mcT7oaEIb,1
"@tv9kannada #Coronavirus
 Corona virus can also be cured by herbal treatment .... Willow leaf prevents spreading through our skin ..... Tulsi prevents airborne germs.",1
RT @biancacuales: letsgo QC kids we are #immune #virusproof 🤡 coronavirus whO?¿ #studiesfirst 😽👊🏽 acads &gt; health,1
"If you can, get the Pneumonia vaccine at your doctor's. It won't hurt, and might help ease the symptoms of Covid19 if you get it. The last line says vaccines that help fight against respiratory illnesses is ""highly recommended"". https://t.co/9MsnqAEdz6",1
@ThePubliusUSA Whats your point. If it works it works. #nevertrumpers rooting for the virus to continue are sick people. Try to root for a cure and America. #Hydroxychloroquine #COVID19 #coronavirus,1
Dear lord please send us a cure and bring to an end this Covid 19,1
If at the end no vaccine.. The last choice to cure #coronavirus is to use #corona to fight corona. 🙂 https://t.co/dSxvQIlgCt,1
"Remember when listening to the #CoronavirusOutbreak ‘experts’, the experts at one time told us that cocaine was good for headaches and bleeding was good for just about anything that ails you...George Washington would disagree! #Chloroquine #CoronaLockdown",1
"@bhanu_pralhad The coronavirus is fake, its Armaghetton they are killing people for food, we are at war woth prince Charles, Satan , Amd Harry and Megan the beast.  They are all hiding in fear right now from Israel who is coming with her army of real Gods  to kill them. We have two weeks.",1
"Prevention is better than cure. Here are some precautionary measures that need to be taken in order to save yourself from getting affected by the Corona Virus.

Source of Information : World Health Organisation (WHO)

 #CoronaVirus  #Precautions  #InsureAtOasis #InsureInstantly https://t.co/BWhDNR3afx",1
"According to @UCRiverside #epidemiologist @brandonbrownucr, #quinine in tonic #water would not work as a cure for the novel #coronavirus.
https://t.co/X3kX18CSxo @CHC_UCR @UCRSoM @AFPFactCheck #COVID19 #tonicwater #CoronavirusOutbreak",1
"@FurysFightPicks Sunlight kills coronavirus. As long as they are keeping distance, going to the beach is the best thing they can do.",1
Camera crew are immune to #covid19 #coronavirus I guess.. https://t.co/uonGnxwZkg,1
"If you could find a cure for Coronavirus by sacrificing a Maldivian, which person would you choose? And why jameel? https://t.co/3PgtvxVjjJ",1
"If you survived the Delta Sig house at NC State, you are immune to the Coronavirus",1
"Breaking the Chain of #coronavirus transmission, will happen well only if we stop fuel to public.
Fuel should be given only for Essential Services
Simply #ExtendTheLockdown Doesn't work well
An #EMERGENCY kind of environment should bring at RED ZONES until patients get cured",1
"@realDonaldTrump Yousaid: injecting bleach into your body might cure #Covid_19
Common sense says: Don’t inject bleach into your body, ever. 
Ergo, you have no common sense. 
Ergo, listening to you is not, and cannot be using common sense. 
#Logic_101 https://t.co/6ezmLyuGyi",1
if youve attended a house party in humboldt county you are immune to the corona virus,1
RT @_saraellen: If you’ve ever used messers bathroom you’re immune to corona virus.,1
Wait. Cocaine cures Coronavirus.,1
"@fishyaworld If you get the virus early, your body will indeed create antibodies, which means your possible next infection with it will be less severe. 

Keep in mind the virus causes pneumonia in the most of the cases, and that is not life threatening if you are in a good physical condition.",1
@TheDailyShow Newsflash! #trumpfact If you paint your face #orange you will be #immune to #coronavirus,1
"RT @SoCalValleyGal: Sunlight kills coronavirus 'quickly', says government report https://t.co/efgMx1nVXu",1
"@HuXijin_GT That is the very definition of a #BioWeapon and you did this with SARS, another #Coronavirus from China",1
RT @TerminalLance: This kills Coronavirus in the system https://t.co/iOFNlkSrUj,1
@politicalelle Political correctness infecting the #Coronavirus . Let's change words describing the virus maybe that will cure it.,1
"Are they not aware that they too can contact the virus ? E.g if you slap an infected person and you touch your face with that hand or they think they are machos and so it can't get to them?..Dear Mr soldier, You are not immune to Covid 19 oh do take note.",1
"@AFahey_Official @LeoVaradkar @SimonHarrisTD #Hydroxychloroquine approved by FDA, slows #covid19 and prevents cytokine storm, we should be using it now at first sign of infection.",1
"Drinking Clorox will not cure the #coronavirus/#covid19
Drinking Clorox will not cure the #coronavirus/#covid19
Drinking Clorox will not cure the #coronavirus/#covid19
Drinking Clorox will not cure the #coronavirus/#covid19
#TidePodPresident",1
"One one hand #China has unleashed the biggest crisis on human society through its #biowarfare while on the other hand it is choking off the water resources of South East Asian countries ... https://t.co/fzuvKyfX50 
#SouthEastAsia #WaterCrisis #COVID19",1
Corona virus is FAKE!!! It was invented so we could have 4/20 all April without having to work,1
"It makes more sense of what Dr. Rashid Buttar was saying. Now they are introducing the 6G after China approval of two #COVID19 vaccines 

https://t.co/ndABFiZYtj",1
"@lied_trump @R_CAdams @Sadjaxx @latimes Start drinking alkaline water. This boosts the immune system. Viruses can't survive in an alkalized system. Not only will it cure the disease, but if you start drinking it regularly, you may not even catch the bug. Coronavirus is no more than a mild flu.",1
"@afneil Testing is not a cure for #COVID19 it can be one of the preventative measures if contacts of infected can be traced and isolated.
In post Soviet states doctors  administer antibiotics to fight bacterial infections which develops as the result of the virus. This saves more lives",1
"Top 10 Trump quotes:
1. #coronavirus is fake""
2. ""I'm the chosen one""
3. ""I'm, like, really smart""
4. ""I call her Pocahontas""
5. ""Impeachment is a hoax""
6. ""No quid pro quo""
7. ""No collusion""
8. ""I'm a stable genius""
9. ""Climate change is a hoax""
10. ""Windmills cause cancer""",1
@thebigjman57 He has no idea. The residents of Wuhan say the virus is fake. It's a hoax. Chinese commies are losing control now https://t.co/P0uqRb5Bos,1
RT @yerrrGoldieee: if you drank kool aid like this .. you’re immune to the coronavirus. 🤷🏽‍♀️ https://t.co/ABK3cYsrQJ,1
@samstein #Hydroxychloroquine can be used as a prophylactic. Thats a fancy word for something that prevents. When people travel to countries with a high rate of malaria they can take Hydroxychloroquine. So he figures he can use it as a prophylactic for #coronavirus #COVID19,1
"@Deepali_p China is the #source of #coronavirus It's part of #Chinese aggression, global ambition, and #biowarfare against the world. To import protective equipment from China and expect it to be ""not faulty"" is stupidity! #ChineseVirus19 #BioWeapon",1
"PREVENTION is your only choice if there isn't a CURE to rely on.
#CoronaPrevention #COVID19 https://t.co/CqKVValG1S",1
"Stop believing in hoaxes! No matter where you are, it is important to clean your hands frequently. Prevention is better than cure! 😎 #MYairportssays #covid19 #fakenews https://t.co/h7j4teJH9O",1
"MAGAots are mad because people are criticizing Trump for suggesting Lysol enemas and flashlight buttplugs will save them from #COVID19 ??  No no by all means, please try it and let us know how it works out.",1
Guys Tad’s not going to cure corona virus now that Bernie said the vaccine should be free. 😢 https://t.co/YWSRpwvFEy,1
#coronavirus is just a flu: change my mind,1
Burning Man attendees are already immune to corona virus.,1
Expert warns coronavirus outbreak will be 10 TIMES worse than SARS https://t.co/h4TE6rmB1S via @MailOnline.  A bioweapon to cut world’s excess population? Why are they they always coming out of China?,1
If Obama had told white people too inject bleach as a preventative &amp; or cure for #Covid_19 @jaketapper would've been on @CNN weeping #disinfectant https://t.co/GQmg5pyZvA,1
Who needs this vaccine for a other viral outbreak from China ? #QuaranTHINGS #Covid_19 https://t.co/7gEyfxiZPq,1
@realDonaldTrump Courtesy of China's Wuhan Institute of Virology a Chinese Communist Party Bioweapons Research &amp; Development Facility. Coronavirus after many years of #GainOfFunction Experiments to increase lethality &amp; transmissibility became #Covid19 and was released on the World. #HorseshoeBat,1
@mattgaetz @FLOTUS #cocaine cures #COVID19. Pass it on #daddysboy,1
"RT @doctor_khurram: There is no cure for Coronavirus but Hydroxychloroquine+Azithromycin is proving to be life saver.
#Chloroquine",1
China is getting another wave of reinfection. This doesn't go away until we have a vaccine or stable treatment. #NotAHoax #COVID19,1
"#POLL:
WHICH DISINFECTANT DOES Tяump SUGGEST SHOOTING INTO YOUR VEINS TO KILL #coronavirus IN #1MINUTE?
#Lysol #Clorox #Amonia #COVIDIOT #Trump #TrumpVirus #IdiotInChief #DeathWish #25A #1Minute #Dotard",1
Could China’s search for Covid-19 vaccine be finally yielding results? #China #Coronavirus https://t.co/ObLJWVc2mW,1
Anybody who drank MD 20/20 and smoked Mexican brick weed out of a soda can as a teenager is immune to Coronavirus. It's science. Merica.,1
"No one is immune to either the virus or to the ban on social gatherings and if you attend one, you'll likely get the other. Stay home! #coronavirus https://t.co/zuG3NGprnV",1
Let me grab a corona it works as a vaccine #coronavirus #wuhan #china #nyse https://t.co/MKjF49uBNO,1
RT @theantikrist: if you ever lived in the coronado dorm at the university of arizona you’re immune to coronavirus,1
Can’t be accused of inadequate response to #COVID19 if it’s merely pneumonia and swine flu. https://t.co/hAYB7NqZyd https://t.co/kF60oeGSOK,1
Reminder that some in MEDIA want the worst possible outcome. They are removing any information about possible #coronavirus treatments or cures to maintain their doom and gloom narrative. https://t.co/rnbYnPNVUt,1
.@CDCGlobal @CDCgov is the pneumonia vaccine not useful/effective in preventing people infected with the #coronavirus from developing deadly pneumonia?,1
"@AminaJMohammed : The deadly Coronavirus: Some useful information so far but waiting for Government official control statement..""pneumonia without fever or cough""...see the stress of not keeping up with connection? Stay safe !! https://t.co/MhXBzx1wNB",1
"#Hydroxychloroquine, the drug Tяump wants you to think will cure #COVID19 - the drug he &amp; #FoxNews have been pushing - has just been proven to *not* work, AND proven LESS effective than normal #COVID19 treatment. Of course, Tяump is invested in the company that makes this drug. https://t.co/dnP8cF3WSh",1
@ShannyGasm If you pump all of your blood out and filter it through your Keurig it will cure the #coronavirus. 🤣,1
"@ntvuganda Now is not the time to make statements that may lead people to recklessness.When Americas heard @realDonaldTrump say drinking bleach cures covid 19,some believed him with grave consequences",1
Welcome to the party @realDonaldTrump. I said shoving Violet’s oil up your arss would cure #coronavirus. But I think we go with your suggestion thats even more stupid. https://t.co/jVuySYsq45,1
"Leftists freaking out as #POTUS talks about #WHO, #VoiceOfAmerica, etc ""instead of virus."" #Coronavirus is so bad BECAUSE #China is so evil: a totally malicious world-conquering #bioweapon attack. You know NSC-DOD have been hard at work on China. Now dialog is shifting there.",1
"Don't show this to the #ConmaninChief, he may recommend the venom as a new cure for #Covid19. But only after Ivanka gets the patent to market in red states. https://t.co/K60wpVIguO",1
@LibsInAmerica They’re so “strong” they can resist #COVID19 (just a flu) and they really don’t care (do you?) about their grandparents or vulnerable.  #selfish #TrumpOwnsEveryDeath,1
The first of many preliminary studies on #vaccine candidates against SARS-CoV2 infection. This from a company in #China #covid19 https://t.co/0r9U56IZtp,1
"What is really shameful is that pneumonia vaccines are not promoted more. These might not help against COVID, oh so useful against regular pneumonias.",1
maybe the cure for the corona virus is juuling 🤷🏻‍♀️,1
Conspiracy theory # 213: Certain percentage of former soviet states' population is immune to #coronavirus because they were vaccinated with Bacillus Calmette–Guérin (BCG) vaccine primarily used against tuberculosis.,1
"See my posts about Bio-Warfare Lab in Wuhan. This is more likely a bio-weapon that the Chinese were careless with. Now it's loose.
https://t.co/EqxSuQ109p https://t.co/e4NbnSOTgz",1
If you have a mullet you’re immune to the corona virus #hellyeahbrother,1
@jaketapper Looks like #China won this #biowarfare with #covid19 Was this #wuhanvirus really created in a chinese lab to attack USA? Let’s see what the #NSA has to say.,1
"@Reuters #DrWalat 
#COVID19 
Prevention and vaccine is a solution",1
People who drank Boone’s Farm as teenagers are immune to the Corona Virus - I knew this would pay off eventually!!,1
"Will the vaccine be made in China ?
I have been told that the flu vaccine is made in the US but some components are made in China. https://t.co/9BVMs120LZ",1
@listen_by_label @BigVTN @AnnaPodolanczuk @SpeakerShinjini I like your well thought out reply. It doesn't work against #COVID19. It might help with secondary infections. Pneumonia vaccinations prevent most of those infections. Look at this image. It's not a secondary infection. Use your brains. Stop listening to #DuhFuhrer! #Coronavirus https://t.co/8FBB8AFMXU,1
"I seriously doubt this was created by people eating bats, rats, snakes, dogs, etc. This is a story China is putting out because the West is repulsed by this...and gullible enough to believe it. My take...Bio-Weapons lab in Wuhan got careless. https://t.co/3a5wtfO1ac",1
@Lysol Figured you would have found the cure for #Covid_19 since you have it on your bottles of disinfectant anyway. #smh,1
She’s immune at this point https://t.co/ux9u3PuNj0,1
"@mattdpearce 1/2 This is a total disaster of an article if its goal is to reassure people.  What matters is the virulence of the disease and its fatality rate.  Too soon to tell for coronavirus (sample size), but if as is so far the case approx 25% of infected are getting pneumonia",1
Covid19! cure worse than the disease! https://t.co/T9LB21eeS8,1
"RT @beth2_k3a: So Corona was a Chinese made bioweapon afterall?
https://t.co/dXj2QorhB5",1
So @realDonaldTrump reckons injecting disinfectant into the body would cure #coronavirus.  Let’s hope they give him the first trial dose.,1
"#China reports 634 #coronavirus cases, at least 17 dead. Epidemic response group says 3 teams are starting work on #vaccines https://t.co/3KpjvOzcIC #publichealth #science",1
"🛑ACT OF WAR🛑
@realDonaldTrump
In the future, after investigations, coming to the conclusion that #coronavirus was a manmade virus (#BioWeapon) released by the CCP.
Will it be concluded that its an Act of War by China?
#Q #QAnon #WWG1WGA
@dbongino @PrisonPlanet @RealJamesWoods https://t.co/JQgKiqZTHi",1
"Here's the @nytimes, implying there are credible experts who believe that ingesting or injecting bleach or Lysol can be safe and medically acceptable treatment for #COVID19. https://t.co/5aHxlVNX3x",1
Kiwis will not ingest bleach to cure themselves of #COVID19nz but many will break the rules for a burger and risk catching #COVID19.,1
@gmanews This post. Lols. Shading China's bio weapon. 🙈,1
"If the supporters of Doctor Trump want to inject themselves with disinfectant to ""cure"" themselves, let them. If they're stupid enough to take advice from that muppet maybe it's better thay take themselves out of the world. 
#COVID19 #coronavirus #Trump https://t.co/LFTJ7sUo19",1
RT @bloomubarstool: If you’ve ever been in an Iron street frat bathroom there’s a high chance you’re already immune to coronavirus,1
Please do not drink disinfectant. It won’t cure #coronavirus and it might possibly kill you. This seems obvious.,1
Six feet apart or six feet under. YOU choose. Physical distancing protects you and your loved ones from being infected and prevents the spread of the Corona virus.  #coronavirus #washyourhands #socialdistancing #PhysicalDistancing #PhysicalDistancingSocialConnecting https://t.co/4mVcpFDAud,1
"Epidemic response group starts work on 3 possible China virus vaccines
#coronavirus #nCoV https://t.co/J7hViOFS3l",1
if you smoke weed you are immune to coronavirus,1
"To reduce the transmission of Covid-19, the world health organisation recommends a number of precautions to be take. such as maintaining good  hygiene and social distancing to progress towards a healthier and more secure future. 

#N7RealEstate #Covid19 #StayAtHome #UAE #Dubai https://t.co/r0cdyl9DQ2",1
Looks like #China won this #biowarfare with #covid19 Was this #wuhanvirus really created in a chinese lab to attack USA? Let’s see what the #NSA has to say.,1
"@InconvenientTr5 @MazurikL He said to american people ""dont worry, it's just a flu.  We have everything under control.  The corona virus will go away like a miracle.""
NOW, USA have more than 1.5 Million covid 19 + cases, almost 100K deaths.
He told Americans on tv to ingest clorox &amp; Lysol to cure covid19",1
Deliver no matter what: Europe 'flooded' with cocaine despite the #coronavirus pandemic https://t.co/lrQVO3JOru,1
@kiga_eyebrows Beer is a cure to corona virus,1
"@BucksCouncil It's especially important in these troubled times. If a child gets covid19  and recovers, they'll be immune. But if their measles vaccination isn't up-to-date and they subsequently get measles, when it resets their immune system it will wipe out their covid19 immunity :(",1
Pls someone cure COVID-19. For the love of GOD we need to get outta quarantine. https://t.co/WE7rowEWKh,1
Can't die from #COVID19 if you've poisoned yourself with Lysol. https://t.co/iW7DacErY6,1
"#coronavirus #SARSCoV2
China announces approved #COVID19 #vaccines https://t.co/YKIyGi3EWF",1
"URGENT | China approves two experimental COVID-19 vaccines for clinical trials - report https://t.co/oR5TWxqPrJ

#SputnikUrgent #CoronavirusPandemic https://t.co/x9OhSIGykM",1
RT @BarstoolAquinas: If you ever partied in the basement of 47 you are immune to the coronavirus.,1
RT @TimJDillon: Lil Xan is immune to coronavirus and he will lead us to a cure.,1
"😂 if Covid-19 doesn’t kill you, that disinfectant probably will. What in the actual fuck is happening? @realDonaldTrump @POTUS @VP #coronavirus #CoronaCrisis #COVID19 #drinkbleach #covidcures https://t.co/WaYzulnf8P",1
Have #COVID19 scientists tested vinegar and #Vernors pop? I bet one or both is the cure for this crap.,1
"@Ph03n1x24 Bleach and Lysol kills coronavirus. World societies need to quit eating abhorrent foods like dogs, cats, bats, monkeys, etc.",1
@seanhannity If they follow @POTUS Trump's advice to take disinfectant to cure the #covid19 virus then they won't need medical insurance. They will need burial insurance. #fail,1
"Just tryna stay safe, one Lysol bottle at a time. #lysol #disinfectant #COVID19 #coronavirus #CoronaVirusUpdate https://t.co/kWZr8Z667k",1
My Lysol Kills Coronavirus https://t.co/0IdLdx9OS0,1
"Precautionary Measures : Use tissue while Coughing, Avoid touching your face,  Wash your hands regularly. Prevention is better than cure.  #ReliefWork #SdpiBengaluru #Bengaluru #KarnatakaLockDown #LockDownNow #CoronaVirus #Covid-19 #Precautions https://t.co/ydUpPBhv9x",1
"@PadiaKanaiyalal @NewIndianXpress Undercooked meat can cause Salmonellosis, so avoid that. As for nCoV-2019, preventive measures are required and basic hygienic activities are advertised. 
Please refrain yourself from rumors like non veg cause this and that and also stay away from scams like homeopathic cure.",1
"@Yamiche Yeah @realDonaldTrump also said “we’ll cure these 15 people then #COVID19 will be gone”
#TrumpKillsAmericans #FuckingMoron",1
"What you are seeing is called ""Ground glass capacities"" pneumonia aint' not joke. https://t.co/Cu7w5SbQcl",1
"@LSW126126725 sadly for you, they will find a cure for #covid19 before they find a cure for stupidity",1
"Just a preprint, so caution is necessary, but this may be part of the reason why #COVID19 patients have such low spO2 out of proportion to symptoms/pneumonia and why their CO2 seems mostly unaffected. https://t.co/RzP9SlZ8iI",1
"@amjoyshow @ashishkjha @CNN @Acosta want the truth of where Fauci and NSAID bio weapons had to do with #coronavirus theory US intelligence officials are investigating is that the virus originated in a laboratory in Wuhan, China, and was accidentally released to the public. 
 https://t.co/pGErbC8skB",1
"This is a biological weapon carelessly leaked from China's Bio-weapons Facility in Wuhan. This is a contagion that is spreading to other countries rapidly.

https://t.co/EqxSuQ109p",1
RT @_zapperz: this probably cures the coronavirus,1
"With luck, I will not need to be tested for Covid-19. Because the swab-testing itself will likely to cause yet another extremely heavy nosebleed. @curehht  #nojoke",1
see #vaccine trending like they have found one for #COVID19,1
